"symbol","ensembl","log2FoldChange","padj","significance"
"RCL1","ENSG00000120158",0.0261074395147209,0.903655411691298,"NS"
NA,"ENSG00000225720",0.0323005299551027,0.903655411691298,"NS"
"SDAD1","ENSG00000198301",-0.0182310162714272,0.903706004890119,"NS"
"TBC1D24","ENSG00000162065",-0.0249636165251057,0.903706004890119,"NS"
"EEF1B2","ENSG00000114942",0.021331887991167,0.903893074411551,"NS"
"GPR22","ENSG00000172209",0.0361308225917937,0.903893074411551,"NS"
"METTL3","ENSG00000165819",-0.0170734556844062,0.903893074411551,"NS"
"TTC4","ENSG00000243725",0.0310085873203322,0.904010383953901,"NS"
"ADTRP","ENSG00000111863",-0.0355912799071718,0.904044988224316,"NS"
"LINC01816","ENSG00000231327",-0.0350210875066182,0.904067900455459,"NS"
"SPDYE2","ENSG00000205238",0.0357318795292327,0.904067900455459,"NS"
"IRAK4","ENSG00000198001",-0.0143121890062676,0.904067900455459,"NS"
"ZNF787","ENSG00000142409",-0.0284055516654769,0.904067900455459,"NS"
"GTSE1-DT","ENSG00000277232",-0.0351741722023593,0.904067900455459,"NS"
NA,"ENSG00000234332",-0.0308657681703204,0.904202573552361,"NS"
"GRHL1","ENSG00000134317",0.0347104391246841,0.904202573552361,"NS"
"KCNQ5","ENSG00000185760",0.0337268532933851,0.904202573552361,"NS"
"SSH1","ENSG00000084112",0.0173957511993756,0.904202573552361,"NS"
"OXLD1","ENSG00000204237",0.020384887579083,0.904202573552361,"NS"
"TP63","ENSG00000073282",-0.0353137573766006,0.904265887598183,"NS"
"BDH2","ENSG00000164039",-0.0217804237740904,0.904423405610166,"NS"
"TNRC6B-DT","ENSG00000261202",0.0355727264282071,0.904423405610166,"NS"
"ZRANB3","ENSG00000121988",-0.0259853500475444,0.904444778241759,"NS"
NA,"ENSG00000279452",-0.0343833232422828,0.904620792223645,"NS"
NA,"ENSG00000266498",0.0354444102118209,0.904632171775016,"NS"
"YTHDF1","ENSG00000149658",-0.0113781062765691,0.9046575771697,"NS"
NA,"ENSG00000214135",-0.0172565317726011,0.904773726172019,"NS"
"PRKCE","ENSG00000171132",0.0278305979552973,0.904927638708394,"NS"
"BTBD2","ENSG00000133243",0.0268856288884729,0.904927638708394,"NS"
"ERMARD","ENSG00000130023",-0.0144949083162682,0.905037597418369,"NS"
NA,"ENSG00000287554",0.0342754182505347,0.905037597418369,"NS"
"NMRK1","ENSG00000106733",0.0246595469118312,0.905037597418369,"NS"
"MEAF6","ENSG00000163875",-0.0133937195499119,0.905065582626513,"NS"
"POMC","ENSG00000115138",-0.0351420009033653,0.905065582626513,"NS"
"MRPS24","ENSG00000062582",-0.0273804967923172,0.905065582626513,"NS"
NA,"ENSG00000244055",-0.0315303833307281,0.905065582626513,"NS"
"THAP12","ENSG00000137492",0.0181885071918493,0.905065582626513,"NS"
"TMEM220","ENSG00000187824",-0.0290099740094002,0.905065582626513,"NS"
"MAFG","ENSG00000197063",-0.0311392936837519,0.905065582626513,"NS"
NA,"ENSG00000268030",-0.0337089784320506,0.905065582626513,"NS"
"LRFN3","ENSG00000126243",-0.0332524473062856,0.905065582626513,"NS"
"SULT1B1","ENSG00000173597",0.0342579814512569,0.905102463068274,"NS"
"ALDH1A2","ENSG00000128918",-0.0337965459706086,0.905382677146591,"NS"
"KBTBD6-DT","ENSG00000278390",-0.0342853347326574,0.905385124229029,"NS"
"CKAP2","ENSG00000136108",0.0314012838493603,0.905476683995586,"NS"
"WDR5","ENSG00000196363",0.0199125896781056,0.906265842137999,"NS"
"DMXL1","ENSG00000172869",0.0161484616038157,0.906488699508957,"NS"
NA,"ENSG00000213816",0.0342608083834223,0.906548219527828,"NS"
"MCL1","ENSG00000143384",0.0310280318946898,0.906899128353075,"NS"
NA,"ENSG00000279233",0.0348284967199855,0.906922260574326,"NS"
"DENND1C","ENSG00000205744",0.0141975369223328,0.906922260574326,"NS"
"PTOV1","ENSG00000104960",-0.0196889202986349,0.907053814417213,"NS"
"JRK","ENSG00000234616",-0.0233603965619158,0.907068070450936,"NS"
NA,"ENSG00000185684",0.0225661019703382,0.907278061738222,"NS"
"TGFB1","ENSG00000105329",-0.0198028919740287,0.907299834105223,"NS"
NA,"ENSG00000286989",0.0338058619682812,0.907702813550622,"NS"
"RPL29","ENSG00000162244",-0.0131839941367076,0.907702813550622,"NS"
NA,"ENSG00000106133",0.0310564182718409,0.907702813550622,"NS"
"SNX16","ENSG00000104497",0.0234523364876023,0.907702813550622,"NS"
NA,"ENSG00000256128",0.0333892685157489,0.907702813550622,"NS"
"PRKAR1A","ENSG00000108946",-0.0225354669948116,0.907702813550622,"NS"
"CHMP3","ENSG00000115561",0.0152440066843866,0.90771725611533,"NS"
"PRKX","ENSG00000183943",-0.0271545899569447,0.90771725611533,"NS"
NA,"ENSG00000245025",-0.0276224630808455,0.90771725611533,"NS"
"C8orf44","ENSG00000288596",-0.0260400051757219,0.90771725611533,"NS"
"ZNF415P1","ENSG00000266127",0.0339367478153731,0.90771725611533,"NS"
"NUP93","ENSG00000102900",-0.0119192654747892,0.907871937539328,"NS"
"SDC3","ENSG00000162512",0.034768016837076,0.907927467347533,"NS"
"FAM228B","ENSG00000219626",0.0178894532098194,0.907927467347533,"NS"
"RPS18P5","ENSG00000242299",-0.0278600189865834,0.908062088434118,"NS"
"DNAJB13","ENSG00000187726",0.0343365572260984,0.908093653598023,"NS"
"NCOA3","ENSG00000124151",-0.0247990330987298,0.908444760376564,"NS"
"KYNU","ENSG00000115919",-0.0257875118557768,0.908760628960274,"NS"
"HSP90AA1","ENSG00000080824",0.0272618226028149,0.908789472103132,"NS"
"CFLAR","ENSG00000003402",0.017500928490487,0.90881057822279,"NS"
"MECOM","ENSG00000085276",-0.0295112789496422,0.90881057822279,"NS"
"YDJC","ENSG00000161179",-0.0183695344922858,0.90881057822279,"NS"
"CFAP44","ENSG00000206530",-0.0323663125129905,0.909159888439416,"NS"
"CEP170","ENSG00000143702",0.0179643453618032,0.909390344307375,"NS"
"PELI2","ENSG00000139946",-0.0250203817053707,0.909602651328302,"NS"
"PTPRA","ENSG00000132670",0.010984372905704,0.909602651328302,"NS"
"PRKAG2","ENSG00000106617",0.017659753283573,0.909721705183939,"NS"
"TOX-DT","ENSG00000167912",0.0289983868769901,0.909721705183939,"NS"
"IFT70A","ENSG00000197557",0.0335731972935907,0.909746428284457,"NS"
"TMEM39B","ENSG00000121775",-0.0188252141063768,0.90979713385914,"NS"
"SYT17","ENSG00000103528",-0.0333660933888382,0.909914321944292,"NS"
"GPRC5C","ENSG00000170412",0.0331569582358305,0.910080555992028,"NS"
"NHSL1","ENSG00000135540",0.0324160767808323,0.910081111193726,"NS"
"RMND1","ENSG00000155906",0.0203817632200876,0.910081111193726,"NS"
"ORMDL3","ENSG00000172057",-0.027638891490022,0.910081111193726,"NS"
"LOC400541","ENSG00000247228",-0.0329615927963746,0.910310506469968,"NS"
NA,"ENSG00000271314",0.0337108326625946,0.910436035096651,"NS"
"IMMP1L","ENSG00000148950",-0.0250486166268743,0.910475588923792,"NS"
NA,"ENSG00000260197",0.0178258780052209,0.910600346524951,"NS"
"CCDC107","ENSG00000159884",0.0166755076066634,0.910700002238199,"NS"
"FANK1","ENSG00000203780",-0.0332498327897708,0.910749685928217,"NS"
NA,"ENSG00000274667",-0.0321279112898155,0.910749685928217,"NS"
NA,"ENSG00000218175",0.0308498094926406,0.910867623254194,"NS"
"AVL9","ENSG00000105778",0.0224048209129786,0.911007691615545,"NS"
"SETMAR","ENSG00000170364",-0.0198843247052041,0.911124435409729,"NS"
"EPHA1-AS1","ENSG00000229153",0.0330088457954857,0.911124435409729,"NS"
"TOP3B","ENSG00000100038",-0.032906962505295,0.911456499957329,"NS"
"DCLRE1C","ENSG00000152457",-0.0142215938606045,0.911499089959122,"NS"
"NOMO3","ENSG00000103226",-0.0300280397139896,0.911499089959122,"NS"
"NBPF8","ENSG00000270231",0.0328333551631809,0.911584617201816,"NS"
NA,"ENSG00000237004",-0.0317078805821291,0.911584617201816,"NS"
NA,"ENSG00000206417",-0.0323786276481204,0.911639600887146,"NS"
"TCERG1","ENSG00000113649",0.0123427615786655,0.911750701465425,"NS"
"FIBCD1","ENSG00000130720",-0.0309859054333164,0.912051748644965,"NS"
NA,"ENSG00000236397",-0.0242719039704852,0.912187749305425,"NS"
"DTD2","ENSG00000129480",-0.0315861515784215,0.912513760586282,"NS"
"NOC2L","ENSG00000188976",0.0116358200716614,0.912727154809939,"NS"
NA,"ENSG00000228878",0.0303603634851131,0.912757160171054,"NS"
"ZFP92","ENSG00000189420",-0.0304565803010258,0.912757160171054,"NS"
"SCAANT1","ENSG00000280620",0.031492576698415,0.912861242205681,"NS"
"SPMIP8","ENSG00000159648",0.032141011137608,0.912861242205681,"NS"
"ZNF860","ENSG00000197385",0.0329635031477082,0.913008272663138,"NS"
"MRPL32","ENSG00000106591",-0.0183215828430017,0.913055514809808,"NS"
"BOD1L1","ENSG00000038219",0.0114740308555082,0.913220677177754,"NS"
"ADD1","ENSG00000087274",-0.0171184833843273,0.913250120119877,"NS"
"DOK7","ENSG00000175920",0.0326710092178474,0.91342306299093,"NS"
"RPL3P6","ENSG00000213891",0.0298745170617625,0.913522900902574,"NS"
"PDS5A","ENSG00000121892",0.0130775865957047,0.913674431628392,"NS"
"OSBPL8","ENSG00000091039",-0.014058194033321,0.913830287040322,"NS"
NA,"ENSG00000269918",0.0326038177429977,0.914030361302152,"NS"
NA,"ENSG00000235111",-0.0297922990686474,0.914200870206221,"NS"
"CD81","ENSG00000110651",0.0258620677428685,0.914318693951108,"NS"
NA,"ENSG00000287009",0.0272017484503979,0.914349487746931,"NS"
NA,"ENSG00000273891",0.0294450561884907,0.914349487746931,"NS"
"NCL","ENSG00000115053",0.0159735586628203,0.91443742501133,"NS"
"AVIL","ENSG00000135407",0.0291519124176433,0.91443742501133,"NS"
"IKZF3","ENSG00000161405",-0.0215945572109097,0.914669982414574,"NS"
"YPEL2","ENSG00000175155",-0.0168285599574088,0.914676944578408,"NS"
NA,"ENSG00000286864",-0.0316872624524789,0.914717045974169,"NS"
"SEC61A2","ENSG00000065665",-0.0263738119498609,0.914717045974169,"NS"
"SCNN1A","ENSG00000111319",-0.0315349405515863,0.914717045974169,"NS"
"ITM2B","ENSG00000136156",0.0145277180115985,0.914731579869868,"NS"
"TMEM161A","ENSG00000064545",-0.0139831509464432,0.914772793348138,"NS"
"TRIM21","ENSG00000132109",-0.0260668355343755,0.914826790113562,"NS"
"SNW1","ENSG00000100603",0.00958383003204406,0.915040574228638,"NS"
"MIR9-1HG","ENSG00000125462",0.0312209115814585,0.915191919974361,"NS"
"RASGEF1A","ENSG00000198915",0.0303584200952688,0.915291044422729,"NS"
"AKT1S1","ENSG00000204673",0.0167206486384077,0.915291044422729,"NS"
"AGA","ENSG00000038002",0.0189425468511887,0.915307977555268,"NS"
NA,"ENSG00000259926",-0.031764250919369,0.915396348923636,"NS"
"PLEKHM1","ENSG00000225190",-0.017257966535837,0.915396348923636,"NS"
"CNR2","ENSG00000188822",-0.0312171178392778,0.915570994539328,"NS"
"LINC02728","ENSG00000251323",0.030357463476942,0.915583843343566,"NS"
NA,"ENSG00000237356",0.0289292287574461,0.915650883018156,"NS"
"AFF1","ENSG00000172493",0.0196027864454811,0.915805128872907,"NS"
"RPS27AP16","ENSG00000224631",0.0293730667163111,0.915973938173132,"NS"
"CCSER1","ENSG00000184305",0.0291911951392992,0.916372435370524,"NS"
NA,"ENSG00000256633",-0.0256625514687127,0.916372435370524,"NS"
"POLR1G","ENSG00000117877",0.0308091817264111,0.916372435370524,"NS"
"RPL27AP6","ENSG00000218426",-0.0273970496938221,0.916463635354731,"NS"
NA,"ENSG00000268056",-0.03136363125114,0.916554051687332,"NS"
"RACK1","ENSG00000204628",-0.0109931381934259,0.916769907144312,"NS"
"HK2-DT","ENSG00000272711",-0.031306182459531,0.91681166901247,"NS"
"SUMF2","ENSG00000129103",0.0214797647747091,0.91681166901247,"NS"
"SLFN13","ENSG00000154760",0.02282954796488,0.91681166901247,"NS"
"TCEAL1","ENSG00000172465",0.020743783129845,0.916866246466343,"NS"
"NEK11","ENSG00000114670",0.0279066036019815,0.916943458943409,"NS"
"NEDD4","ENSG00000069869",0.0252701808183032,0.916943458943409,"NS"
"RNASEH1-DT","ENSG00000234171",-0.0236371415943274,0.916984966459317,"NS"
"LINC01291","ENSG00000204792",-0.014759557346675,0.916984966459317,"NS"
"LINC01963","ENSG00000260804",-0.0297796783056165,0.916984966459317,"NS"
NA,"ENSG00000172971",0.0154747049539625,0.916984966459317,"NS"
"TNNT3","ENSG00000130595",-0.0309459492925797,0.916984966459317,"NS"
"TRAV1-1","ENSG00000255569",-0.0302871380276917,0.916984966459317,"NS"
"LACTB","ENSG00000103642",-0.0211681037174393,0.916984966459317,"NS"
NA,"ENSG00000259642",0.0239629849233137,0.916984966459317,"NS"
"AKAP5","ENSG00000179841",-0.0299012864288775,0.917208492052202,"NS"
NA,"ENSG00000280734",-0.0246339006153364,0.917301333395552,"NS"
"UBE2I","ENSG00000103275",0.01027471609402,0.917307446418292,"NS"
"EXOC5","ENSG00000070367",0.0157359802217419,0.917359337449135,"NS"
NA,"ENSG00000268573",-0.0284298925661678,0.917359337449135,"NS"
NA,"ENSG00000248564",-0.0291939847828208,0.917505636858432,"NS"
"MOSPD1","ENSG00000101928",0.0178784502953225,0.917527992524475,"NS"
"MOB4","ENSG00000115540",-0.0194392503960767,0.917546719696777,"NS"
NA,"ENSG00000250764",-0.0309333229082102,0.917643443629255,"NS"
NA,"ENSG00000255776",-0.0300657316442021,0.917643443629255,"NS"
"PALLD","ENSG00000129116",-0.02713510178111,0.917675198800504,"NS"
"WRNIP1","ENSG00000124535",-0.0120770153436082,0.917675198800504,"NS"
"CAMKK2","ENSG00000110931",0.0193887348805256,0.917675198800504,"NS"
"LRRC40","ENSG00000066557",0.0191366071393247,0.917748276590153,"NS"
"PCYOX1L","ENSG00000145882",-0.0211846470788753,0.917785509905886,"NS"
"RPP30","ENSG00000148688",-0.0163463407627339,0.917854116682558,"NS"
NA,"ENSG00000277369",-0.0288748219540966,0.918079136416407,"NS"
"GCNT2","ENSG00000111846",-0.0270114448004865,0.91810836914699,"NS"
NA,"ENSG00000273188",0.0258911634938297,0.918283199223545,"NS"
"ENTPD7","ENSG00000198018",-0.0213183069553711,0.918416125451589,"NS"
"SWAP70","ENSG00000133789",0.0219011915607901,0.918446372677642,"NS"
"FKBP4","ENSG00000004478",0.0163966400035925,0.918446372677642,"NS"
"SEMA3C","ENSG00000075223",-0.0271879108418916,0.918528160752605,"NS"
"MYO1E","ENSG00000157483",-0.0262120784346555,0.918679974181068,"NS"
NA,"ENSG00000260891",0.0297909274500377,0.918679974181068,"NS"
"VSTM1","ENSG00000189068",0.0309238262442704,0.918679974181068,"NS"
"GORAB","ENSG00000120370",-0.0197448214414891,0.918967694644635,"NS"
"PSRC1","ENSG00000134222",0.0233641171328952,0.919322686788278,"NS"
"SGCB","ENSG00000163069",0.0252034688025716,0.919322686788278,"NS"
"ABHD18","ENSG00000164074",0.0142384880738916,0.919322686788278,"NS"
"LRRK2","ENSG00000188906",-0.0254273918375016,0.919322686788278,"NS"
"MRM2","ENSG00000122687",-0.0300967769827895,0.91948944636319,"NS"
"ARG2","ENSG00000081181",-0.0296772470503176,0.91948944636319,"NS"
"G3BP1","ENSG00000145907",0.0130783025878077,0.919588538140048,"NS"
"POLRMTP1","ENSG00000266066",-0.0264095119510688,0.919717082595612,"NS"
"SRRM1","ENSG00000133226",-0.0122555562182672,0.919952899182811,"NS"
"SLC4A4","ENSG00000080493",0.0278949767352834,0.9199980154889,"NS"
NA,"ENSG00000259453",0.0303177730273686,0.919998925936663,"NS"
NA,"ENSG00000261485",0.02934546812945,0.920137327114357,"NS"
"ERGIC2","ENSG00000087502",0.0192308170583198,0.920190364855683,"NS"
"DHX9","ENSG00000135829",0.015912978587381,0.920228925981769,"NS"
NA,"ENSG00000162997",0.0234416759109021,0.920228925981769,"NS"
NA,"ENSG00000270195",0.0258862635970857,0.920228925981769,"NS"
NA,"ENSG00000273226",0.0300841985596995,0.920228925981769,"NS"
"PNMA5","ENSG00000198883",0.0302573509376853,0.920372461925751,"NS"
NA,"ENSG00000183506",-0.0238117543221596,0.920427075549628,"NS"
"BTF3L4","ENSG00000134717",-0.0180839765605847,0.920438917454134,"NS"
"DOK2","ENSG00000147443",0.020054524876506,0.920438917454134,"NS"
"LINGO3","ENSG00000220008",-0.0275350201729503,0.920510108072396,"NS"
"ARHGEF40","ENSG00000165801",0.0251955879400209,0.920718627870484,"NS"
"ACBD6","ENSG00000230124",0.00941468292920302,0.921244253858758,"NS"
"DNAJC21","ENSG00000168724",0.0114531321469657,0.921244253858758,"NS"
"ADGRG1","ENSG00000205336",-0.0268227477619537,0.921248999584918,"NS"
"ZNF22","ENSG00000165512",-0.0202017411488828,0.921341094671896,"NS"
NA,"ENSG00000269680",-0.0296849703018607,0.921400683327669,"NS"
"MATR3","ENSG00000015479",-0.0246143534315832,0.921461745867411,"NS"
"IGFBP6","ENSG00000167779",0.0296790248180611,0.921461745867411,"NS"
"AFF4","ENSG00000072364",0.0168477229945868,0.92195802049737,"NS"
"PREX1","ENSG00000124126",0.0174377258596704,0.922104084832597,"NS"
"PTCH2","ENSG00000117425",-0.028535899212702,0.922182244392944,"NS"
"CLIP3","ENSG00000105270",0.02971677854227,0.922182244392944,"NS"
"FCRL1","ENSG00000163534",-0.0281448877761371,0.922465031040447,"NS"
NA,"ENSG00000257800",0.0288071628223312,0.922465031040447,"NS"
"NUDT16-DT","ENSG00000250608",-0.0290729064842687,0.922465031040447,"NS"
"SOBP","ENSG00000112320",-0.0291550020695504,0.922465031040447,"NS"
"NPTX1","ENSG00000171246",-0.0266799481439876,0.922604126385028,"NS"
"LRRC14","ENSG00000160959",-0.0157555665677018,0.922675534227457,"NS"
"MRPL45","ENSG00000278845",-0.0171031259223991,0.922681282057721,"NS"
NA,"ENSG00000280383",-0.0254195224201651,0.922681282057721,"NS"
"RPLP0","ENSG00000089157",0.0180888765306147,0.922736292848331,"NS"
"C3orf52","ENSG00000114529",0.0291638709232801,0.922780283665037,"NS"
"MAPT","ENSG00000186868",-0.0289558570178645,0.922945233932037,"NS"
"RAP2C-AS1","ENSG00000232160",0.0243205365545074,0.922952956835434,"NS"
"FBXO25","ENSG00000147364",-0.013061200073321,0.923094270421821,"NS"
"CASP9","ENSG00000132906",-0.0189480205238188,0.923355282888712,"NS"
"MFSD12","ENSG00000161091",0.0150194996915407,0.923355282888712,"NS"
"TMEM156","ENSG00000121895",0.0218906785705367,0.92360927060728,"NS"
"HOPX","ENSG00000171476",-0.0258926620886911,0.92360927060728,"NS"
"METAP1","ENSG00000164024",-0.0111056795377023,0.92360927060728,"NS"
"STAT6","ENSG00000166888",0.0178666366663639,0.92360927060728,"NS"
"ELMO3","ENSG00000102890",-0.0276927244396626,0.92360927060728,"NS"
NA,"ENSG00000264829",-0.028778704540413,0.92360927060728,"NS"
"BCL2","ENSG00000171791",-0.0237168414594226,0.92360927060728,"NS"
NA,"ENSG00000255703",-0.0269094974439172,0.923748840361471,"NS"
"LEO1","ENSG00000166477",-0.0167575689092426,0.923748840361471,"NS"
"MMP24OS","ENSG00000126005",-0.0166703843653667,0.923865485737504,"NS"
NA,"ENSG00000287965",0.0287065710761905,0.923995803859013,"NS"
"TCEAL3","ENSG00000196507",0.0208568097039005,0.924198635046423,"NS"
"BAG4","ENSG00000156735",-0.0190864090128162,0.924198635046423,"NS"
"RPS2P45","ENSG00000244378",0.0289095030353564,0.924198635046423,"NS"
NA,"ENSG00000267749",0.0277388825754248,0.924198635046423,"NS"
"GPN2","ENSG00000142751",0.0111701588424687,0.924286857152413,"NS"
"PER1","ENSG00000179094",-0.0281129418675713,0.924286857152413,"NS"
"GIHCG","ENSG00000257698",-0.0216798162290725,0.924289177850682,"NS"
"GPATCH4","ENSG00000160818",-0.0120282300562846,0.924338391506984,"NS"
"LOC100506606","ENSG00000257176",0.0263832092297051,0.924621815616355,"NS"
"CXCL3","ENSG00000163734",0.02669691544235,0.924655785852536,"NS"
"RALA","ENSG00000006451",0.0139192490472014,0.924719613082992,"NS"
"RAD51-AS1","ENSG00000245849",0.0190548112303542,0.924834900167317,"NS"
"CES2","ENSG00000172831",0.0139564048362846,0.924882273388888,"NS"
"MANBA","ENSG00000109323",-0.0175332666395944,0.92494514722734,"NS"
"DYRK1A","ENSG00000157540",-0.014561034506385,0.92494514722734,"NS"
"CLN5","ENSG00000102805",-0.0173943307493812,0.924977587059127,"NS"
"BLTP2","ENSG00000007202",-0.00961063011117729,0.924977587059127,"NS"
"CSNK2A2","ENSG00000070770",-0.0180673510121934,0.92499002772448,"NS"
"G0S2","ENSG00000123689",-0.0243734446906865,0.925007150010919,"NS"
"FBXO4","ENSG00000151876",-0.0155594946942853,0.925007150010919,"NS"
"SCIRT","ENSG00000237686",0.0275694628817619,0.925007150010919,"NS"
"ACTR6","ENSG00000075089",-0.0186238509489037,0.925007150010919,"NS"
NA,"ENSG00000214176",-0.0152439364393603,0.925007150010919,"NS"
"SLC44A2","ENSG00000129353",-0.0115827656552014,0.925082228739984,"NS"
"CYP4V2","ENSG00000145476",0.0194284537831855,0.925228050891711,"NS"
NA,"ENSG00000234771",-0.023634037181495,0.925228050891711,"NS"
"CDK10","ENSG00000185324",-0.0173778602417237,0.925228050891711,"NS"
"CEBPZOS","ENSG00000218739",-0.0242961690890562,0.925272597663265,"NS"
"ITPRIPL1","ENSG00000198885",0.0225473052563678,0.925272597663265,"NS"
"CFLAR-AS1","ENSG00000226312",0.0280555060489628,0.925272597663265,"NS"
"ZDHHC19","ENSG00000163958",-0.0249047937491633,0.925272597663265,"NS"
"ADGRB3","ENSG00000135298",-0.0251209899781633,0.925272597663265,"NS"
"MMP19","ENSG00000123342",0.0271272289329541,0.925272597663265,"NS"
"TVP23A","ENSG00000166676",-0.0263750605344993,0.925272597663265,"NS"
"CD2BP2","ENSG00000169217",-0.0119950308164024,0.925272597663265,"NS"
"RFC1","ENSG00000035928",0.0151460928862047,0.925710069713973,"NS"
"FERRY3","ENSG00000047621",0.0191610575638742,0.925710069713973,"NS"
"DDX1","ENSG00000079785",-0.0123260332366501,0.925735383315469,"NS"
"LY6G5B","ENSG00000240053",-0.0237743905533941,0.925754906082164,"NS"
"ARHGAP22","ENSG00000128805",-0.0264510639717444,0.925927840136108,"NS"
NA,"ENSG00000276291",-0.0135623051286462,0.925933593731404,"NS"
"GRAMD1C","ENSG00000178075",0.0280734630437098,0.925976741008714,"NS"
"ACTR3B","ENSG00000133627",0.017258310946737,0.925976741008714,"NS"
"RAPGEFL1","ENSG00000108352",-0.023361822499309,0.925976741008714,"NS"
NA,"ENSG00000273314",0.027363746748123,0.92604841169739,"NS"
"BSN","ENSG00000164061",0.026998168299278,0.926121993532301,"NS"
"OGG1","ENSG00000114026",0.0153034176232969,0.926528284528739,"NS"
"CALCB","ENSG00000175868",0.0278027715153297,0.926555170387073,"NS"
NA,"ENSG00000287878",-0.0274014507103024,0.926593314610005,"NS"
"NLGN3","ENSG00000196338",0.0268574977781951,0.926664366168282,"NS"
"ATP5IF1","ENSG00000130770",0.0153490694268369,0.926666591459164,"NS"
NA,"ENSG00000181227",-0.0271661186031223,0.926666591459164,"NS"
"EIF2AK3-DT","ENSG00000234028",0.0222478895844967,0.926666591459164,"NS"
"IQCA1","ENSG00000132321",-0.0258550561215714,0.926666591459164,"NS"
NA,"ENSG00000230910",-0.0256852434569305,0.926666591459164,"NS"
"LOC642361","ENSG00000272447",0.0247912022754075,0.926666591459164,"NS"
"KRT81","ENSG00000205426",-0.0231172875824147,0.926666591459164,"NS"
"TIGD2","ENSG00000180346",-0.022313910101166,0.926691863149973,"NS"
"MICAL2","ENSG00000133816",0.0222834172899029,0.926691863149973,"NS"
NA,"ENSG00000285923",-0.0272578413527256,0.926756294921885,"NS"
"DNAJC6","ENSG00000116675",0.0275588594646713,0.927105302149555,"NS"
"HUWE1","ENSG00000086758",-0.011314369068085,0.927203675101456,"NS"
"ZNF80","ENSG00000174255",-0.0251447483379009,0.927266128323808,"NS"
"MMP17","ENSG00000198598",0.0238697336817625,0.927385984946434,"NS"
"LOC105369344","ENSG00000287917",0.0271282400979626,0.927588617882098,"NS"
"DNAI4","ENSG00000152763",0.0267953746692727,0.927630094402623,"NS"
"CYTL1","ENSG00000170891",-0.0259654416369478,0.927630094402623,"NS"
"CRMP1","ENSG00000072832",0.024261432516814,0.927630094402623,"NS"
"RNF175","ENSG00000145428",0.0250185272331192,0.927630094402623,"NS"
"FIRRE","ENSG00000213468",0.0258793454429372,0.927630094402623,"NS"
"PAX5","ENSG00000196092",0.0273412417192308,0.927630094402623,"NS"
"SNORD14A","ENSG00000272034",-0.0267480479578398,0.927630094402623,"NS"
"RAD52","ENSG00000002016",0.0221308723948672,0.927630094402623,"NS"
"SUDS3","ENSG00000111707",0.0102550350143381,0.927630094402623,"NS"
"NUDT15","ENSG00000136159",-0.024121551311547,0.927630094402623,"NS"
"ZNF106","ENSG00000103994",-0.0132963024137845,0.927630094402623,"NS"
"SORD","ENSG00000140263",-0.015535180325671,0.927630094402623,"NS"
NA,"ENSG00000285979",0.0224004050034742,0.927630094402623,"NS"
"ADAMTSL5","ENSG00000185761",0.0263235076216261,0.927630094402623,"NS"
"RPS5","ENSG00000083845",0.0146745303605315,0.927630094402623,"NS"
NA,"ENSG00000202019",0.0270817574028307,0.927630094402623,"NS"
"NIBAN3","ENSG00000167483",-0.0260136718057461,0.927632999241824,"NS"
"SNTG2","ENSG00000172554",0.0267719131291212,0.927705214562065,"NS"
"PDLIM5","ENSG00000163110",-0.0160676192096332,0.927768701819532,"NS"
"SEC31B","ENSG00000075826",0.0182668971540421,0.927784769996229,"NS"
NA,"ENSG00000258101",-0.0267729251103547,0.927784769996229,"NS"
NA,"ENSG00000286320",0.0269185262713909,0.927820763429856,"NS"
"THNSL2","ENSG00000144115",0.0261704587381272,0.9279180133681,"NS"
NA,"ENSG00000225138",0.0269361984099054,0.927944815488057,"NS"
"TRBJ2-1","ENSG00000211764",-0.0240946627107378,0.927965993843344,"NS"
NA,"ENSG00000223461",-0.0265222265058086,0.927965993843344,"NS"
"RNU5B-1","ENSG00000200156",0.0258899235557634,0.928034419219458,"NS"
"PTCD1","ENSG00000106246",0.0190422535419644,0.928043981819648,"NS"
"PPP1R35","ENSG00000160813",-0.0129035155958252,0.928043981819648,"NS"
"MHENCR","ENSG00000232442",-0.0194857133835987,0.928043981819648,"NS"
"RAB30","ENSG00000137502",0.0249808845197029,0.928183826180284,"NS"
"OTUB2","ENSG00000089723",0.0245471438263332,0.928183826180284,"NS"
"BRPF1","ENSG00000156983",0.0145460778694019,0.928413977471274,"NS"
NA,"ENSG00000280077",-0.0252774010830793,0.928466010014144,"NS"
"MICALL2","ENSG00000164877",-0.021788574249668,0.928506846381385,"NS"
"RPP25L","ENSG00000164967",-0.0227587314018361,0.928506846381385,"NS"
"MST1R","ENSG00000164078",-0.0261085471957033,0.92864162432025,"NS"
"PMM2","ENSG00000140650",-0.0145696566956096,0.92864162432025,"NS"
"KIFAP3","ENSG00000075945",-0.0192541335728995,0.928669695882882,"NS"
"EEF2KMT","ENSG00000118894",-0.0171774352877596,0.928669695882882,"NS"
NA,"ENSG00000228782",0.0211380719128935,0.928669695882882,"NS"
"RPS27AP2","ENSG00000232333",-0.0250770965140999,0.928669695882882,"NS"
"AP2A1","ENSG00000196961",0.0178284740656952,0.928900305198613,"NS"
"ZFAND3","ENSG00000156639",0.0192726860242585,0.929051486080591,"NS"
"COX10","ENSG00000006695",0.0104951246208747,0.929051486080591,"NS"
